2.050000000000000266e+00 0.000000000000000000e+00
2.050600600600601009e+00 0.000000000000000000e+00
2.051201201201201307e+00 0.000000000000000000e+00
2.051801801801802050e+00 0.000000000000000000e+00
2.052402402402402792e+00 0.000000000000000000e+00
2.053003003003003091e+00 0.000000000000000000e+00
2.053603603603603833e+00 0.000000000000000000e+00
2.054204204204204576e+00 0.000000000000000000e+00
2.054804804804804874e+00 0.000000000000000000e+00
2.055405405405405617e+00 0.000000000000000000e+00
2.056006006006006359e+00 0.000000000000000000e+00
2.056606606606606658e+00 0.000000000000000000e+00
2.057207207207207400e+00 0.000000000000000000e+00
2.057807807807808143e+00 0.000000000000000000e+00
2.058408408408408885e+00 0.000000000000000000e+00
2.059009009009009183e+00 0.000000000000000000e+00
2.059609609609609926e+00 0.000000000000000000e+00
2.060210210210210668e+00 0.000000000000000000e+00
2.060810810810810967e+00 0.000000000000000000e+00
2.061411411411411709e+00 0.000000000000000000e+00
2.062012012012012452e+00 0.000000000000000000e+00
2.062612612612612750e+00 0.000000000000000000e+00
2.063213213213213493e+00 0.000000000000000000e+00
2.063813813813814235e+00 0.000000000000000000e+00
2.064414414414414534e+00 0.000000000000000000e+00
2.065015015015015276e+00 0.000000000000000000e+00
2.065615615615616019e+00 0.000000000000000000e+00
2.066216216216216317e+00 0.000000000000000000e+00
2.066816816816817060e+00 0.000000000000000000e+00
2.067417417417417802e+00 0.000000000000000000e+00
2.068018018018018100e+00 0.000000000000000000e+00
2.068618618618618843e+00 0.000000000000000000e+00
2.069219219219219585e+00 0.000000000000000000e+00
2.069819819819819884e+00 0.000000000000000000e+00
2.070420420420420626e+00 0.000000000000000000e+00
2.071021021021021369e+00 0.000000000000000000e+00
2.071621621621621667e+00 0.000000000000000000e+00
2.072222222222222410e+00 0.000000000000000000e+00
2.072822822822823152e+00 0.000000000000000000e+00
2.073423423423423895e+00 0.000000000000000000e+00
2.074024024024024193e+00 0.000000000000000000e+00
2.074624624624624936e+00 0.000000000000000000e+00
2.075225225225225678e+00 0.000000000000000000e+00
2.075825825825825977e+00 0.000000000000000000e+00
2.076426426426426719e+00 0.000000000000000000e+00
2.077027027027027462e+00 0.000000000000000000e+00
2.077627627627627760e+00 0.000000000000000000e+00
2.078228228228228502e+00 0.000000000000000000e+00
2.078828828828829245e+00 0.000000000000000000e+00
2.079429429429429543e+00 0.000000000000000000e+00
2.080030030030030286e+00 0.000000000000000000e+00
2.080630630630631028e+00 0.000000000000000000e+00
2.081231231231231327e+00 0.000000000000000000e+00
2.081831831831832069e+00 0.000000000000000000e+00
2.082432432432432812e+00 0.000000000000000000e+00
2.083033033033033110e+00 0.000000000000000000e+00
2.083633633633633853e+00 0.000000000000000000e+00
2.084234234234234595e+00 0.000000000000000000e+00
2.084834834834834894e+00 0.000000000000000000e+00
2.085435435435435636e+00 0.000000000000000000e+00
2.086036036036036379e+00 0.000000000000000000e+00
2.086636636636636677e+00 0.000000000000000000e+00
2.087237237237237419e+00 0.000000000000000000e+00
2.087837837837838162e+00 0.000000000000000000e+00
2.088438438438438460e+00 0.000000000000000000e+00
2.089039039039039203e+00 0.000000000000000000e+00
2.089639639639639945e+00 0.000000000000000000e+00
2.090240240240240688e+00 0.000000000000000000e+00
2.090840840840840986e+00 0.000000000000000000e+00
2.091441441441441729e+00 0.000000000000000000e+00
2.092042042042042471e+00 0.000000000000000000e+00
2.092642642642642770e+00 0.000000000000000000e+00
2.093243243243243512e+00 0.000000000000000000e+00
2.093843843843844255e+00 0.000000000000000000e+00
2.094444444444444553e+00 0.000000000000000000e+00
2.095045045045045295e+00 0.000000000000000000e+00
2.095645645645646038e+00 0.000000000000000000e+00
2.096246246246246336e+00 0.000000000000000000e+00
2.096846846846847079e+00 0.000000000000000000e+00
2.097447447447447821e+00 0.000000000000000000e+00
2.098048048048048120e+00 0.000000000000000000e+00
2.098648648648648862e+00 0.000000000000000000e+00
2.099249249249249605e+00 0.000000000000000000e+00
2.099849849849849903e+00 0.000000000000000000e+00
2.100450450450450646e+00 0.000000000000000000e+00
2.101051051051051388e+00 0.000000000000000000e+00
2.101651651651651687e+00 0.000000000000000000e+00
2.102252252252252429e+00 0.000000000000000000e+00
2.102852852852853172e+00 0.000000000000000000e+00
2.103453453453453470e+00 0.000000000000000000e+00
2.104054054054054212e+00 0.000000000000000000e+00
2.104654654654654955e+00 0.000000000000000000e+00
2.105255255255255697e+00 0.000000000000000000e+00
2.105855855855855996e+00 0.000000000000000000e+00
2.106456456456456738e+00 0.000000000000000000e+00
2.107057057057057481e+00 0.000000000000000000e+00
2.107657657657657779e+00 0.000000000000000000e+00
2.108258258258258522e+00 0.000000000000000000e+00
2.108858858858859264e+00 0.000000000000000000e+00
2.109459459459459563e+00 0.000000000000000000e+00
2.110060060060060305e+00 0.000000000000000000e+00
2.110660660660661048e+00 0.000000000000000000e+00
2.111261261261261346e+00 0.000000000000000000e+00
2.111861861861862089e+00 0.000000000000000000e+00
2.112462462462462831e+00 0.000000000000000000e+00
2.113063063063063129e+00 0.000000000000000000e+00
2.113663663663663872e+00 0.000000000000000000e+00
